facilityid,#tenting,#group,#remote,#structured_RV
232575,20.0,1.0,0.0,47.0
232578,14.0,0.0,0.0,95.0
232580,2.0,0.0,0.0,61.0
232581,26.0,0.0,0.0,25.0
232582,0.0,0.0,0.0,66.0
232583,12.0,1.0,0.0,49.0
232585,0.0,0.0,0.0,26.0
232587,20.0,0.0,0.0,26.0
232588,0.0,2.0,0.0,56.0
232589,47.0,0.0,0.0,51.0
232590,0.0,0.0,0.0,41.0
232591,0.0,0.0,0.0,63.0
232593,0.0,0.0,0.0,140.0
232594,0.0,1.0,0.0,46.0
232595,0.0,0.0,0.0,73.0
232596,0.0,0.0,0.0,34.0
232597,20.0,0.0,0.0,112.0
232598,0.0,0.0,0.0,36.0
232600,0.0,0.0,0.0,117.0
232601,0.0,0.0,0.0,61.0
232602,0.0,0.0,0.0,44.0
232603,0.0,0.0,0.0,37.0
232604,26.0,0.0,0.0,57.0
232605,5.0,0.0,0.0,35.0
232606,11.0,2.0,0.0,101.0
232607,19.0,0.0,7.0,72.0
232608,0.0,0.0,0.0,187.0
232609,0.0,0.0,6.0,45.0
232610,4.0,1.0,0.0,70.0
232611,0.0,0.0,0.0,85.0
232612,0.0,0.0,0.0,138.0
232613,0.0,0.0,0.0,68.0
232614,17.0,1.0,4.0,64.0
232615,1.0,0.0,0.0,116.0
232618,0.0,5.0,0.0,83.0
232619,0.0,0.0,0.0,78.0
232620,12.0,0.0,0.0,32.0
232621,0.0,0.0,0.0,62.0
232622,3.0,1.0,0.0,91.0
232623,32.0,1.0,0.0,80.0
232625,0.0,0.0,0.0,45.0
232626,0.0,0.0,0.0,47.0
232627,7.0,0.0,0.0,38.0
232628,6.0,1.0,0.0,68.0
232630,0.0,0.0,0.0,58.0
232634,0.0,1.0,0.0,48.0
232636,4.0,0.0,0.0,33.0
232637,14.0,0.0,0.0,47.0
232638,19.0,0.0,0.0,32.0
232639,0.0,0.0,0.0,150.0
232640,5.0,0.0,0.0,62.0
232641,5.0,0.0,0.0,33.0
232642,0.0,0.0,0.0,102.0
232643,0.0,0.0,0.0,67.0
232645,1.0,0.0,0.0,69.0
232646,0.0,1.0,0.0,28.0
232648,100.0,0.0,0.0,0.0
232649,0.0,0.0,0.0,59.0
232651,0.0,1.0,0.0,47.0
232652,0.0,0.0,0.0,36.0
232654,39.0,4.0,0.0,85.0
232655,0.0,0.0,0.0,62.0
232656,0.0,0.0,0.0,77.0
232657,14.0,0.0,7.0,61.0
232659,20.0,1.0,0.0,97.0
232660,0.0,0.0,0.0,44.0
232662,0.0,0.0,0.0,38.0
232663,0.0,0.0,0.0,38.0
232665,11.0,0.0,0.0,46.0
232666,0.0,0.0,0.0,43.0
232667,0.0,0.0,0.0,31.0
232668,8.0,0.0,0.0,85.0
232669,0.0,0.0,0.0,176.0
232670,11.0,1.0,0.0,83.0
232671,0.0,0.0,0.0,44.0
232672,5.0,0.0,0.0,85.0
232673,0.0,0.0,0.0,141.0
232674,7.0,0.0,0.0,45.0
232676,12.0,0.0,0.0,22.0
232677,29.0,10.0,0.0,36.0
232679,7.0,0.0,0.0,53.0
232680,1.0,0.0,0.0,106.0
232681,16.0,4.0,0.0,52.0
232682,0.0,0.0,0.0,31.0
232683,0.0,0.0,0.0,117.0
232684,26.0,0.0,0.0,29.0
232685,20.0,1.0,0.0,23.0
232687,6.0,0.0,0.0,63.0
232688,0.0,0.0,0.0,24.0
232690,0.0,0.0,0.0,21.0
232691,3.0,1.0,0.0,106.0
232694,0.0,0.0,0.0,98.0
232695,34.0,0.0,0.0,154.0
232696,0.0,0.0,0.0,124.0
232697,0.0,0.0,0.0,150.0
232698,0.0,0.0,0.0,91.0
232699,6.0,0.0,0.0,69.0
232700,16.0,0.0,0.0,41.0
232701,2.0,0.0,0.0,28.0
232702,0.0,0.0,0.0,59.0
232703,32.0,1.0,0.0,84.0
232704,0.0,0.0,0.0,77.0
232707,0.0,0.0,0.0,30.0
232708,0.0,2.0,0.0,60.0
232709,6.0,0.0,0.0,35.0
232710,3.0,1.0,0.0,44.0
232711,0.0,0.0,0.0,79.0
232713,15.0,0.0,0.0,61.0
232714,0.0,0.0,0.0,29.0
232715,42.0,2.0,0.0,107.0
232717,2.0,0.0,0.0,45.0
232718,0.0,0.0,0.0,48.0
232720,0.0,0.0,0.0,27.0
232721,0.0,0.0,0.0,48.0
232722,0.0,0.0,10.0,100.0
232723,0.0,0.0,0.0,28.0
232725,12.0,2.0,0.0,50.0
232726,21.0,0.0,0.0,14.0
232727,0.0,0.0,0.0,99.0
232728,7.0,0.0,0.0,29.0
232729,2.0,0.0,0.0,18.0
232730,1.0,0.0,0.0,73.0
232732,14.0,0.0,0.0,37.0
232733,4.0,1.0,0.0,18.0
232735,0.0,0.0,0.0,48.0
232736,0.0,0.0,0.0,51.0
232737,5.0,1.0,0.0,48.0
232740,5.0,0.0,0.0,24.0
232741,0.0,0.0,0.0,128.0
232742,0.0,0.0,0.0,58.0
232743,0.0,0.0,0.0,62.0
232744,0.0,0.0,0.0,21.0
232745,11.0,1.0,0.0,27.0
232746,0.0,0.0,0.0,21.0
232747,21.0,1.0,0.0,61.0
232748,0.0,0.0,0.0,44.0
232749,0.0,0.0,0.0,80.0
232750,22.0,1.0,0.0,50.0
232751,11.0,1.0,0.0,31.0
232752,15.0,0.0,0.0,62.0
232753,58.0,0.0,0.0,0.0
232754,0.0,1.0,0.0,0.0
232755,23.0,0.0,0.0,0.0
232756,10.0,0.0,0.0,0.0
232757,11.0,0.0,0.0,0.0
232758,23.0,0.0,0.0,8.0
232759,16.0,0.0,0.0,0.0
232760,7.0,0.0,0.0,0.0
232761,19.0,0.0,0.0,0.0
232762,46.0,0.0,0.0,0.0
232763,0.0,1.0,0.0,13.0
232764,0.0,1.0,0.0,9.0
232765,0.0,1.0,0.0,15.0
232766,25.0,0.0,0.0,0.0
232767,44.0,0.0,0.0,0.0
232768,51.0,0.0,0.0,0.0
232769,190.0,0.0,0.0,6.0
232770,29.0,0.0,0.0,1.0
232771,18.0,0.0,0.0,0.0
232772,12.0,0.0,0.0,1.0
232773,26.0,2.0,0.0,0.0
232774,6.0,0.0,0.0,0.0
232775,7.0,2.0,0.0,0.0
232776,7.0,0.0,0.0,4.0
232777,0.0,1.0,0.0,0.0
232778,17.0,0.0,0.0,0.0
232779,0.0,3.0,0.0,0.0
232780,0.0,1.0,0.0,0.0
232781,64.0,0.0,0.0,3.0
232782,81.0,0.0,0.0,7.0
232783,0.0,1.0,0.0,0.0
232784,0.0,1.0,0.0,0.0
232785,42.0,1.0,1.0,4.0
232786,0.0,1.0,0.0,0.0
232787,24.0,0.0,0.0,1.0
232788,30.0,0.0,0.0,4.0
232789,10.0,0.0,0.0,0.0
232790,0.0,1.0,0.0,0.0
232791,37.0,0.0,0.0,0.0
232792,51.0,0.0,0.0,0.0
232793,75.0,0.0,0.0,0.0
232794,76.0,0.0,0.0,1.0
232795,60.0,0.0,0.0,3.0
232796,77.0,4.0,0.0,0.0
232797,0.0,1.0,0.0,0.0
232799,16.0,0.0,0.0,0.0
232800,14.0,0.0,0.0,0.0
232801,60.0,0.0,0.0,0.0
232802,50.0,0.0,0.0,0.0
232803,40.0,0.0,0.0,0.0
232804,16.0,0.0,0.0,0.0
232805,23.0,0.0,0.0,0.0
232806,30.0,0.0,0.0,0.0
232807,27.0,0.0,0.0,0.0
232808,0.0,1.0,0.0,0.0
232809,13.0,0.0,0.0,0.0
232810,35.0,1.0,0.0,0.0
232811,24.0,0.0,0.0,0.0
232812,10.0,0.0,0.0,0.0
232813,27.0,0.0,0.0,0.0
232814,25.0,0.0,0.0,0.0
232815,122.0,3.0,0.0,0.0
232816,28.0,0.0,4.0,0.0
232817,45.0,0.0,0.0,0.0
232818,18.0,0.0,0.0,0.0
232819,14.0,0.0,0.0,23.0
232820,7.0,0.0,0.0,0.0
232821,61.0,0.0,0.0,0.0
232822,0.0,1.0,0.0,0.0
232823,9.0,0.0,0.0,0.0
232824,21.0,0.0,0.0,28.0
232825,6.0,0.0,0.0,8.0
232826,15.0,0.0,0.0,25.0
232827,22.0,6.0,0.0,6.0
232828,12.0,2.0,0.0,12.0
232829,16.0,0.0,0.0,22.0
232830,69.0,1.0,0.0,1.0
232831,47.0,0.0,0.0,16.0
232832,11.0,0.0,0.0,30.0
232833,16.0,0.0,0.0,41.0
232834,13.0,0.0,0.0,1.0
232835,26.0,0.0,0.0,1.0
232836,13.0,0.0,0.0,1.0
232837,24.0,0.0,0.0,0.0
232838,7.0,0.0,5.0,3.0
232839,21.0,0.0,0.0,3.0
232840,15.0,0.0,0.0,1.0
232841,21.0,0.0,0.0,1.0
232842,29.0,0.0,0.0,1.0
232843,11.0,0.0,0.0,0.0
232844,13.0,0.0,0.0,1.0
232845,17.0,0.0,0.0,0.0
232846,8.0,0.0,0.0,0.0
232847,14.0,0.0,0.0,0.0
232848,31.0,0.0,0.0,1.0
232849,27.0,0.0,0.0,1.0
232850,0.0,6.0,0.0,0.0
232851,26.0,0.0,0.0,0.0
232852,17.0,0.0,0.0,1.0
232853,97.0,0.0,0.0,0.0
232854,22.0,0.0,0.0,1.0
232855,20.0,0.0,0.0,2.0
232856,7.0,0.0,0.0,0.0
232857,23.0,0.0,0.0,1.0
232858,197.0,0.0,0.0,0.0
232859,0.0,4.0,0.0,0.0
232860,42.0,0.0,0.0,0.0
232861,54.0,0.0,0.0,0.0
232862,41.0,0.0,0.0,0.0
232863,13.0,0.0,0.0,1.0
232864,23.0,1.0,0.0,0.0
232865,23.0,2.0,0.0,0.0
232866,46.0,0.0,0.0,0.0
232867,36.0,0.0,6.0,0.0
232868,41.0,0.0,0.0,6.0
232869,10.0,0.0,3.0,0.0
232870,44.0,0.0,0.0,1.0
232871,47.0,0.0,0.0,0.0
232872,15.0,0.0,0.0,0.0
232873,32.0,0.0,0.0,1.0
232874,76.0,0.0,0.0,3.0
232875,0.0,0.0,9.0,0.0
232876,36.0,0.0,0.0,0.0
232877,10.0,0.0,0.0,0.0
232878,24.0,0.0,0.0,0.0
232879,0.0,4.0,0.0,0.0
232880,9.0,0.0,0.0,0.0
232881,11.0,0.0,0.0,0.0
232882,20.0,0.0,0.0,0.0
232883,61.0,0.0,7.0,0.0
232884,19.0,0.0,7.0,0.0
232887,26.0,0.0,0.0,10.0
232888,26.0,0.0,0.0,0.0
232889,48.0,1.0,1.0,3.0
232890,14.0,0.0,0.0,41.0
232891,24.0,0.0,9.0,0.0
232892,39.0,0.0,0.0,0.0
232893,18.0,0.0,0.0,0.0
232894,37.0,1.0,0.0,0.0
232895,29.0,1.0,0.0,0.0
232896,0.0,1.0,0.0,0.0
232897,0.0,1.0,0.0,0.0
232898,0.0,1.0,0.0,0.0
232899,4.0,0.0,0.0,15.0
232900,0.0,2.0,0.0,0.0
232901,51.0,10.0,0.0,54.0
232902,51.0,2.0,0.0,248.0
232903,11.0,0.0,4.0,17.0
232904,0.0,0.0,0.0,28.0
232906,10.0,0.0,0.0,0.0
232907,15.0,0.0,0.0,0.0
232908,20.0,1.0,0.0,0.0
232909,0.0,7.0,0.0,0.0
232910,0.0,4.0,0.0,0.0
232911,44.0,0.0,0.0,0.0
232912,22.0,0.0,0.0,0.0
232913,83.0,0.0,0.0,0.0
232914,29.0,4.0,0.0,0.0
232915,35.0,0.0,0.0,0.0
232916,0.0,2.0,0.0,0.0
232917,0.0,1.0,0.0,46.0
232918,0.0,1.0,0.0,0.0
232919,0.0,0.0,0.0,1.0
232921,0.0,0.0,0.0,1.0
232922,0.0,0.0,0.0,1.0
232923,0.0,0.0,0.0,1.0
232924,0.0,0.0,0.0,1.0
232925,0.0,0.0,0.0,1.0
232926,0.0,0.0,0.0,1.0
232927,0.0,0.0,0.0,1.0
232928,0.0,0.0,0.0,1.0
232929,0.0,0.0,0.0,1.0
232930,0.0,0.0,0.0,1.0
232931,0.0,0.0,0.0,1.0
232932,0.0,0.0,0.0,1.0
232933,0.0,0.0,0.0,1.0
232934,0.0,0.0,0.0,1.0
232935,0.0,0.0,0.0,1.0
232936,0.0,0.0,0.0,1.0
232937,0.0,0.0,0.0,1.0
232938,0.0,0.0,0.0,1.0
232939,0.0,0.0,0.0,1.0
232940,0.0,0.0,0.0,1.0
232941,0.0,0.0,0.0,1.0
232942,0.0,0.0,0.0,1.0
232943,0.0,0.0,0.0,1.0
232944,0.0,0.0,0.0,1.0
232945,0.0,0.0,0.0,1.0
232946,0.0,0.0,0.0,1.0
232947,0.0,0.0,0.0,1.0
232948,0.0,0.0,0.0,1.0
232949,0.0,0.0,0.0,1.0
232950,0.0,0.0,0.0,1.0
232951,0.0,0.0,0.0,1.0
232952,0.0,0.0,0.0,1.0
232953,0.0,0.0,0.0,1.0
232954,0.0,0.0,0.0,1.0
232955,0.0,0.0,0.0,1.0
232956,0.0,0.0,0.0,1.0
232957,0.0,0.0,0.0,1.0
232958,0.0,0.0,0.0,1.0
232959,0.0,0.0,0.0,1.0
232960,0.0,0.0,0.0,1.0
232961,0.0,0.0,0.0,1.0
232962,0.0,0.0,0.0,1.0
232963,0.0,0.0,0.0,1.0
232964,0.0,0.0,0.0,1.0
232965,0.0,0.0,0.0,1.0
232966,0.0,0.0,0.0,1.0
232967,0.0,0.0,0.0,1.0
232968,0.0,0.0,0.0,1.0
232969,0.0,0.0,0.0,1.0
232970,0.0,0.0,0.0,1.0
232971,0.0,0.0,0.0,1.0
232972,0.0,0.0,0.0,1.0
232973,0.0,0.0,0.0,1.0
232974,0.0,0.0,0.0,1.0
232975,0.0,0.0,0.0,1.0
232976,0.0,0.0,0.0,1.0
232977,0.0,0.0,0.0,1.0
232978,0.0,0.0,0.0,1.0
232979,0.0,0.0,0.0,1.0
232980,0.0,0.0,0.0,1.0
232981,0.0,0.0,0.0,1.0
232982,0.0,0.0,0.0,1.0
232983,0.0,0.0,0.0,1.0
232984,0.0,0.0,0.0,1.0
232985,0.0,0.0,0.0,1.0
232986,0.0,0.0,0.0,1.0
232987,0.0,0.0,0.0,1.0
232988,0.0,0.0,0.0,1.0
232989,0.0,0.0,0.0,1.0
232990,0.0,0.0,0.0,1.0
232991,0.0,0.0,0.0,1.0
232992,0.0,0.0,0.0,1.0
232993,0.0,0.0,0.0,1.0
232994,0.0,0.0,0.0,1.0
232995,0.0,0.0,0.0,1.0
232996,0.0,0.0,0.0,1.0
232997,0.0,0.0,0.0,1.0
232998,0.0,0.0,0.0,1.0
232999,0.0,0.0,0.0,1.0
233000,0.0,0.0,0.0,1.0
233001,0.0,0.0,0.0,1.0
233002,0.0,0.0,0.0,1.0
233003,0.0,0.0,0.0,1.0
233004,0.0,0.0,0.0,1.0
233005,0.0,0.0,0.0,1.0
233006,0.0,0.0,0.0,1.0
233007,0.0,0.0,0.0,1.0
233008,0.0,0.0,0.0,1.0
233009,0.0,0.0,0.0,1.0
233010,0.0,0.0,0.0,1.0
233011,0.0,0.0,0.0,1.0
233012,0.0,0.0,0.0,1.0
233013,0.0,0.0,0.0,1.0
233014,0.0,0.0,0.0,1.0
233015,0.0,0.0,0.0,1.0
233016,0.0,0.0,0.0,1.0
233017,0.0,0.0,0.0,1.0
233018,0.0,0.0,0.0,1.0
233019,0.0,0.0,0.0,1.0
233020,0.0,0.0,0.0,1.0
233021,0.0,0.0,0.0,1.0
233022,0.0,0.0,0.0,1.0
233023,0.0,0.0,0.0,1.0
233024,0.0,0.0,0.0,1.0
233025,0.0,0.0,0.0,1.0
233026,0.0,0.0,0.0,1.0
233027,0.0,0.0,0.0,1.0
233028,0.0,0.0,0.0,1.0
233029,0.0,0.0,0.0,1.0
233030,0.0,0.0,0.0,1.0
233031,0.0,0.0,0.0,1.0
233032,0.0,0.0,0.0,1.0
233033,0.0,0.0,0.0,1.0
233034,0.0,0.0,0.0,1.0
233035,0.0,0.0,0.0,1.0
233036,0.0,0.0,0.0,1.0
233037,0.0,0.0,0.0,1.0
233038,0.0,0.0,0.0,1.0
233039,0.0,0.0,0.0,1.0
233040,0.0,0.0,0.0,1.0
233041,0.0,0.0,0.0,1.0
233042,0.0,0.0,0.0,1.0
233043,0.0,0.0,0.0,1.0
233044,0.0,0.0,0.0,1.0
233045,0.0,0.0,0.0,1.0
233046,0.0,0.0,0.0,1.0
233047,0.0,0.0,0.0,1.0
233048,0.0,0.0,0.0,1.0
233049,0.0,0.0,0.0,1.0
233050,0.0,0.0,0.0,1.0
233051,0.0,0.0,0.0,1.0
233052,0.0,0.0,0.0,1.0
233053,0.0,0.0,0.0,1.0
233054,0.0,0.0,0.0,1.0
233055,0.0,0.0,0.0,1.0
233056,0.0,0.0,0.0,1.0
233057,0.0,0.0,0.0,1.0
233058,0.0,0.0,0.0,1.0
233059,0.0,0.0,0.0,1.0
233060,0.0,0.0,0.0,1.0
233061,0.0,0.0,0.0,1.0
233062,0.0,0.0,0.0,1.0
233063,0.0,0.0,0.0,1.0
233064,0.0,0.0,0.0,1.0
233065,0.0,0.0,0.0,1.0
233066,0.0,0.0,0.0,1.0
233067,0.0,0.0,0.0,1.0
233068,0.0,0.0,0.0,1.0
233069,0.0,0.0,0.0,1.0
233070,0.0,0.0,0.0,1.0
233071,0.0,0.0,0.0,1.0
233072,0.0,0.0,0.0,1.0
233073,0.0,0.0,0.0,1.0
233074,0.0,0.0,0.0,1.0
233075,0.0,0.0,0.0,1.0
233076,0.0,0.0,0.0,1.0
233077,0.0,0.0,0.0,1.0
233078,0.0,0.0,0.0,1.0
233079,0.0,0.0,0.0,1.0
233080,0.0,0.0,0.0,1.0
233081,0.0,0.0,0.0,1.0
233082,0.0,0.0,0.0,1.0
233083,0.0,0.0,0.0,1.0
233084,0.0,0.0,0.0,1.0
233085,0.0,0.0,0.0,1.0
233086,0.0,0.0,0.0,1.0
233087,0.0,0.0,0.0,1.0
233088,0.0,0.0,0.0,1.0
233089,0.0,0.0,0.0,1.0
233090,0.0,0.0,0.0,1.0
233091,0.0,0.0,0.0,1.0
233092,0.0,0.0,0.0,1.0
233093,0.0,0.0,0.0,1.0
233094,0.0,0.0,0.0,1.0
233095,0.0,0.0,0.0,1.0
233096,0.0,1.0,0.0,0.0
233097,0.0,1.0,0.0,0.0
233098,0.0,0.0,0.0,140.0
233099,0.0,0.0,0.0,58.0
233100,0.0,0.0,0.0,31.0
233101,0.0,1.0,0.0,0.0
233102,15.0,0.0,7.0,4.0
233103,33.0,0.0,0.0,0.0
233104,0.0,0.0,0.0,1.0
233105,0.0,0.0,0.0,1.0
233108,0.0,1.0,0.0,0.0
233109,0.0,1.0,0.0,0.0
233110,29.0,0.0,0.0,0.0
233111,14.0,0.0,0.0,0.0
233112,50.0,0.0,0.0,1.0
233113,0.0,1.0,0.0,0.0
233114,0.0,1.0,0.0,0.0
233115,0.0,4.0,0.0,55.0
233116,32.0,0.0,0.0,0.0
233117,18.0,0.0,4.0,0.0
233118,22.0,0.0,0.0,0.0
233119,36.0,5.0,0.0,2.0
233122,0.0,1.0,0.0,0.0
233125,0.0,0.0,0.0,30.0
233126,0.0,0.0,0.0,1.0
233127,14.0,0.0,0.0,0.0
233128,0.0,0.0,1.0,0.0
233130,10.0,0.0,0.0,0.0
233131,38.0,0.0,0.0,46.0
233132,0.0,0.0,0.0,1.0
233133,0.0,0.0,0.0,1.0
233134,22.0,0.0,0.0,0.0
233135,17.0,2.0,0.0,26.0
233136,16.0,1.0,0.0,2.0
233137,5.0,0.0,0.0,21.0
233138,0.0,5.0,0.0,0.0
233139,0.0,1.0,0.0,0.0
233140,10.0,0.0,0.0,1.0
233141,24.0,0.0,0.0,0.0
233142,17.0,0.0,0.0,0.0
233143,0.0,0.0,0.0,1.0
233144,33.0,0.0,0.0,0.0
233145,13.0,0.0,0.0,0.0
233146,18.0,1.0,0.0,0.0
233147,23.0,0.0,0.0,3.0
233148,3.0,0.0,0.0,1.0
233149,4.0,1.0,0.0,0.0
233150,9.0,1.0,0.0,0.0
233151,0.0,0.0,0.0,1.0
233152,0.0,1.0,0.0,0.0
233153,0.0,1.0,0.0,0.0
233154,0.0,1.0,0.0,0.0
233158,9.0,0.0,0.0,0.0
233160,0.0,0.0,0.0,1.0
233161,0.0,1.0,0.0,0.0
233162,0.0,1.0,0.0,0.0
233164,0.0,1.0,0.0,0.0
233165,27.0,0.0,0.0,4.0
233166,0.0,0.0,0.0,1.0
233167,0.0,0.0,0.0,1.0
233168,0.0,0.0,0.0,1.0
233169,0.0,0.0,0.0,1.0
233170,0.0,0.0,0.0,36.0
233171,0.0,0.0,0.0,1.0
233172,33.0,0.0,0.0,1.0
233173,49.0,0.0,0.0,0.0
233174,47.0,0.0,0.0,0.0
233176,0.0,2.0,0.0,0.0
233177,0.0,0.0,0.0,1.0
233178,0.0,0.0,0.0,1.0
233179,0.0,0.0,0.0,1.0
233180,33.0,0.0,0.0,1.0
233181,63.0,0.0,0.0,0.0
233182,27.0,0.0,0.0,5.0
233185,18.0,0.0,0.0,0.0
233186,7.0,1.0,0.0,8.0
233187,44.0,0.0,6.0,2.0
233189,10.0,0.0,0.0,16.0
233192,106.0,0.0,0.0,4.0
233193,78.0,2.0,0.0,0.0
233194,14.0,0.0,0.0,0.0
233195,28.0,0.0,0.0,0.0
233196,66.0,0.0,0.0,1.0
233197,34.0,0.0,0.0,0.0
233198,14.0,0.0,0.0,1.0
233200,0.0,0.0,0.0,14.0
233202,0.0,1.0,0.0,0.0
233203,0.0,0.0,0.0,1.0
233204,0.0,1.0,0.0,5.0
233206,0.0,0.0,0.0,8.0
233207,0.0,1.0,0.0,0.0
233208,0.0,0.0,0.0,1.0
233209,0.0,1.0,0.0,0.0
233210,4.0,0.0,0.0,0.0
233211,5.0,0.0,0.0,0.0
233212,1.0,0.0,0.0,0.0
233213,0.0,0.0,0.0,1.0
233214,0.0,4.0,0.0,0.0
233215,15.0,1.0,0.0,0.0
233216,0.0,0.0,0.0,1.0
233217,10.0,3.0,0.0,0.0
233218,14.0,0.0,0.0,0.0
233221,0.0,1.0,0.0,0.0
233222,0.0,1.0,0.0,0.0
233223,0.0,1.0,0.0,0.0
233224,0.0,1.0,0.0,0.0
233225,61.0,1.0,0.0,0.0
233226,0.0,1.0,0.0,0.0
233227,0.0,1.0,0.0,0.0
233228,6.0,1.0,0.0,2.0
233229,0.0,0.0,0.0,1.0
233230,0.0,1.0,0.0,0.0
233232,0.0,0.0,0.0,1.0
233233,0.0,1.0,0.0,0.0
233234,0.0,1.0,0.0,0.0
233235,16.0,0.0,0.0,0.0
233236,0.0,0.0,0.0,1.0
233237,0.0,2.0,0.0,0.0
233238,41.0,2.0,0.0,1.0
233240,0.0,0.0,0.0,1.0
233241,0.0,0.0,0.0,29.0
233242,0.0,0.0,0.0,1.0
233246,15.0,0.0,0.0,0.0
233248,0.0,0.0,0.0,1.0
233249,0.0,0.0,0.0,1.0
233250,5.0,0.0,0.0,11.0
233251,7.0,0.0,0.0,3.0
233252,0.0,0.0,0.0,1.0
233253,19.0,0.0,0.0,0.0
233254,9.0,0.0,0.0,17.0
233255,19.0,0.0,0.0,0.0
233256,0.0,1.0,0.0,0.0
233257,0.0,0.0,0.0,20.0
233258,36.0,0.0,0.0,1.0
233259,0.0,1.0,0.0,0.0
233263,0.0,1.0,24.0,0.0
233264,0.0,1.0,51.0,0.0
233265,12.0,0.0,0.0,0.0
233267,19.0,0.0,0.0,0.0
233268,15.0,0.0,0.0,0.0
233269,17.0,0.0,0.0,0.0
233270,6.0,0.0,0.0,0.0
233271,0.0,0.0,0.0,1.0
233272,0.0,0.0,0.0,1.0
233277,0.0,0.0,0.0,23.0
233278,0.0,0.0,0.0,33.0
233279,0.0,0.0,0.0,26.0
233280,0.0,0.0,0.0,41.0
233281,15.0,0.0,0.0,0.0
233283,90.0,3.0,0.0,0.0
233284,27.0,0.0,0.0,0.0
233285,0.0,1.0,0.0,0.0
233286,13.0,0.0,0.0,26.0
233288,0.0,1.0,0.0,0.0
233289,0.0,0.0,0.0,1.0
233290,0.0,1.0,0.0,0.0
233292,11.0,1.0,0.0,0.0
233293,0.0,0.0,0.0,20.0
233294,16.0,0.0,0.0,0.0
233295,23.0,0.0,0.0,0.0
233296,0.0,0.0,0.0,1.0
233297,38.0,2.0,0.0,1.0
233300,28.0,0.0,0.0,0.0
233301,29.0,0.0,0.0,1.0
233303,12.0,0.0,0.0,0.0
233305,0.0,0.0,0.0,1.0
233306,0.0,2.0,0.0,0.0
233308,26.0,0.0,0.0,0.0
233309,32.0,0.0,0.0,13.0
233310,0.0,0.0,0.0,4.0
233312,0.0,0.0,0.0,36.0
233313,15.0,0.0,0.0,0.0
233314,10.0,0.0,0.0,0.0
233317,0.0,0.0,0.0,14.0
233318,0.0,1.0,0.0,0.0
233319,0.0,0.0,0.0,27.0
233321,0.0,0.0,0.0,2.0
233322,0.0,0.0,1.0,0.0
233323,0.0,0.0,0.0,8.0
233324,78.0,1.0,0.0,28.0
233325,0.0,0.0,0.0,3.0
233326,0.0,0.0,0.0,21.0
233327,30.0,1.0,0.0,0.0
233329,0.0,0.0,0.0,1.0
233331,22.0,0.0,0.0,4.0
233332,0.0,0.0,0.0,25.0
233333,0.0,0.0,0.0,20.0
233334,15.0,0.0,0.0,1.0
233335,12.0,0.0,0.0,0.0
233336,0.0,0.0,0.0,1.0
233337,0.0,0.0,0.0,1.0
233339,15.0,0.0,0.0,0.0
233340,37.0,0.0,0.0,0.0
233341,19.0,0.0,0.0,0.0
233342,31.0,0.0,0.0,0.0
233343,28.0,0.0,0.0,0.0
233344,12.0,0.0,0.0,6.0
233345,53.0,0.0,0.0,0.0
233346,50.0,0.0,0.0,0.0
233347,13.0,0.0,0.0,1.0
233348,0.0,0.0,0.0,1.0
233349,9.0,0.0,0.0,0.0
233350,15.0,0.0,0.0,0.0
233351,0.0,1.0,0.0,0.0
233352,6.0,0.0,0.0,0.0
233355,5.0,0.0,0.0,0.0
233356,0.0,1.0,0.0,0.0
233357,0.0,1.0,0.0,0.0
233358,0.0,1.0,0.0,0.0
233359,0.0,6.0,58.0,18.0
233360,26.0,1.0,0.0,0.0
233361,20.0,1.0,0.0,1.0
233363,17.0,0.0,0.0,7.0
233364,38.0,0.0,3.0,0.0
233366,0.0,2.0,0.0,0.0
233368,0.0,0.0,0.0,1.0
233369,75.0,3.0,0.0,24.0
233371,31.0,0.0,0.0,0.0
233372,0.0,5.0,0.0,0.0
233375,10.0,0.0,0.0,9.0
233379,95.0,0.0,0.0,0.0
233383,0.0,1.0,0.0,0.0
233384,44.0,3.0,8.0,3.0
233385,2.0,1.0,0.0,0.0
233386,0.0,0.0,0.0,13.0
233387,21.0,3.0,0.0,7.0
233388,18.0,0.0,0.0,1.0
233389,35.0,0.0,0.0,0.0
233390,14.0,1.0,0.0,6.0
233391,0.0,0.0,0.0,6.0
233392,5.0,0.0,0.0,20.0
233394,0.0,2.0,0.0,0.0
233395,0.0,2.0,0.0,0.0
233397,27.0,0.0,0.0,0.0
233398,0.0,1.0,0.0,0.0
233399,0.0,1.0,0.0,0.0
233400,1.0,1.0,0.0,0.0
233401,0.0,0.0,0.0,1.0
233402,0.0,0.0,0.0,1.0
233403,88.0,0.0,0.0,49.0
233404,48.0,0.0,0.0,0.0
233406,0.0,1.0,0.0,0.0
233408,42.0,0.0,0.0,111.0
233409,32.0,0.0,0.0,47.0
233410,13.0,0.0,0.0,48.0
233411,16.0,0.0,0.0,47.0
233412,0.0,1.0,54.0,35.0
233413,0.0,2.0,0.0,107.0
233414,48.0,4.0,0.0,35.0
233415,0.0,0.0,0.0,48.0
233417,19.0,0.0,0.0,66.0
233418,15.0,0.0,0.0,28.0
233419,0.0,0.0,6.0,31.0
233420,56.0,0.0,0.0,157.0
233421,17.0,1.0,0.0,85.0
233422,7.0,0.0,0.0,107.0
233423,0.0,0.0,0.0,22.0
